ind;side;ampl;f_max;sym_max;f_Lw1;sym_Lw1;f_Lw2;sym_Lw2;slope_pre;slope_post;mean_500;mean_1000;mean_1500;mean_2000;mean_2500;mean_3000;mean_3500;mean_4000;mean_4500;mean_5000
NUK008;R;-5.3186158192090405;1289.06;0.1919191919191919;1367.19;0.21649484536082475;1250.0;0.18;0.01268118590988995;-0.010759601651519965;-0.41555555555555546;-2.1263888888888887;1.732051282051282;-2.678974358974359;-4.52102564102564;-7.001025641025641;-5.242222222222222;-4.101794871794872;-14.115641025641025;-13.775666666666666
NUK009;L;-1.7734745762711868;3437.5;1.6818181818181819;3437.5;1.6818181818181819;3398.44;1.6222222222222222;0.01268118590988995;-0.010759601651519965;-2.3305555555555557;-0.6202777777777777;-1.0835897435897435;2.2487179487179487;-2.575641025641026;-3.1787179487179507;8.498333333333333;2.5461538461538464;-7.464615384615384;-16.622333333333337
NUK009;R;-2.571440677966102;2187.5;0.5526315789473685;2226.56;0.5733333333333334;2148.44;0.5324675324675324;0.01268118590988995;-0.010759601651519965;-4.209583333333333;1.1575;0.47307692307692295;5.198846153846154;1.2048076923076925;-7.057692307692308;-2.4514583333333335;-9.814230769230772;-2.8453846153846163;-9.571749999999998
NUK010;L;-4.772005649717514;1250.0;0.18;1562.5;0.2826086956521739;2695.31;0.873015873015873;0.01268118590988995;-0.010759601651519965;-6.727777777777778;-2.691388888888889;2.267179487179487;-2.074871794871795;0.306153846153846;-2.2225641025641023;-7.19138888888889;-8.261794871794871;-10.645641025641025;-13.592666666666668
NUK010;R;-2.120734463276836;1367.19;0.21649484536082475;1367.19;0.21649484536082475;1289.06;0.1919191919191919;0.01268118590988995;-0.010759601651519965;-8.912777777777777;-1.0825000000000002;0.2866666666666655;2.057948717948718;2.637692307692308;2.6305128205128203;0.8616666666666668;-2.7415384615384615;-9.115384615384615;-13.894666666666666
NUK011;L;0.3733050847457628;2070.31;0.4936708860759494;2070.31;0.4936708860759494;2187.5;0.5526315789473685;0.01268118590988995;-0.010759601651519965;-1.436111111111111;-0.3591666666666667;3.0415384615384613;6.231282051282051;4.696923076923076;6.13076923076923;4.415277777777778;-0.7435897435897437;-8.854102564102565;-13.254333333333332
NUK011;R;-0.14694915254237292;1757.81;0.3563218390804598;1757.81;0.3563218390804598;1835.94;0.38823529411764707;0.01268118590988995;-0.010759601651519965;6.135833333333333;6.400833333333334;7.800769230769232;6.081153846153847;3.991923076923077;-3.5484615384615386;-2.177083333333333;-4.025769230769232;-7.717692307692307;-13.8405
NUK013;L;-2.3585875706214696;1445.31;0.24210526315789474;1406.25;0.22916666666666666;1289.06;0.1919191919191919;0.01268118590988995;-0.010759601651519965;-3.32;8.889166666666666;8.482307692307693;3.6943589743589746;0.1989743589743592;-5.677179487179488;-6.040833333333334;-5.485641025641025;-11.75051282051282;-15.558333333333332
NUK013;R;-0.6868432203389832;1406.25;0.22916666666666666;1406.25;0.22916666666666666;1250.0;0.18;0.01268118590988995;-0.010759601651519965;4.0704166666666675;6.005833333333334;7.482115384615385;1.3580769230769236;2.0165384615384614;-1.8163461538461543;-3.911250000000001;-0.20961538461538462;-9.649999999999999;-11.995500000000002
NUK014;L;2.6957627118644063;1718.75;0.3409090909090909;1757.81;0.3563218390804598;1718.75;0.3409090909090909;0.01268118590988995;-0.010759601651519965;5.9383333333333335;9.15375;10.213076923076924;7.580384615384613;4.729038461538462;9.169423076923078;1.3199999999999996;0.3465384615384617;-8.224423076923078;-15.279750000000002
NUK014;R;0.7598022598870058;937.5;0.09259259259259259;976.56;0.102803738317757;1093.75;0.1346153846153846;0.01268118590988995;-0.010759601651519965;2.8683333333333336;13.018611111111113;8.762051282051283;5.555128205128205;0.7020512820512822;-1.3025641025641026;1.7133333333333332;-3.933333333333334;-5.957179487179487;-15.407666666666666
NUK015;L;0.4791101694915255;781.25;0.05357142857142857;2773.44;0.9344262295081968;1250.0;0.18;0.01268118590988995;-0.010759601651519965;0.42666666666666736;8.381874999999999;8.755384615384616;6.775961538461538;3.073846153846154;7.5249999999999995;-2.3406249999999997;-5.324038461538461;-10.055576923076924;-15.827750000000004
NUK015;R;-0.9284180790960453;1601.56;0.2967032967032967;1562.5;0.2826086956521739;1562.5;0.2826086956521739;0.01268118590988995;-0.010759601651519965;-2.3955555555555557;6.8525;9.444358974358975;7.582564102564102;5.364358974358973;1.288974358974359;-1.4408333333333336;-9.029230769230768;-15.325384615384614;-15.13533333333333
NUK016;L;-6.897853107344633;4101.56;3.3703703703703702;4101.56;3.3703703703703702;4062.5;3.2142857142857144;0.01268118590988995;-0.010759601651519965;-12.159444444444446;-7.227222222222221;-5.566666666666667;-8.049999999999999;-8.598461538461539;-5.35;-5.360555555555556;1.3617948717948718;-7.697948717948718;-14.922
NUK016;R;-8.430677966101694;1718.75;0.3409090909090909;1757.81;0.3563218390804598;1718.75;0.3409090909090909;0.01268118590988995;-0.010759601651519965;-10.81111111111111;-5.476944444444445;-3.5679487179487177;-4.474615384615385;-10.244102564102565;-7.089487179487179;-7.5555555555555545;-7.865641025641025;-12.049230769230771;-18.478
NUK017;L;2.5523446327683623;1679.69;0.3258426966292135;1718.75;0.3409090909090909;1718.75;0.3409090909090909;0.01268118590988995;-0.010759601651519965;1.472777777777778;6.308888888888887;11.073846153846151;13.898717948717948;6.402051282051283;9.781538461538462;4.261666666666667;-7.358205128205129;-10.343846153846156;-13.940999999999999
NUK017;R;-6.001673728813559;1054.69;0.12380952380952381;1054.69;0.12380952380952381;1406.25;0.22916666666666666;0.01268118590988995;-0.010759601651519965;-2.9891666666666663;3.409791666666667;4.924423076923077;-8.389807692307693;-3.2811538461538463;-6.525576923076925;-8.398958333333335;-12.039230769230768;-13.637884615384614;-12.40525
NUK018;L;0.6683898305084747;1406.25;0.22916666666666666;1406.25;0.22916666666666666;1289.06;0.1919191919191919;0.01268118590988995;-0.010759601651519965;-2.8633333333333333;9.065208333333333;14.370384615384612;7.4350000000000005;5.617500000000001;-0.303653846153846;-5.49875;-4.3561538461538465;-9.096346153846154;-12.4415
